Date,BRL=X,BTC-USD,ITUB3.SA,PETR4.SA,VALE3.SA,^BVSP,BRL=X %,BTC-USD %,ITUB3.SA %,PETR4.SA %,VALE3.SA %,^BVSP %,BRL=X V,BTC-USD V,ITUB3.SA V,PETR4.SA V,VALE3.SA V,^BVSP V
2019-01-01,3.880000114440918,3843.52001953125,,,,,,,,,,,0.0,4324200990,,,,
2019-01-02,3.8798999786376953,3943.409423828125,20.093734741210938,7.466959476470947,30.699384689331055,91012.0,-2.5808195945664636e-05,0.025989042281366226,,,,,0.0,5244856836,1074590.0,104534800.0,17319600.0,5615400.0
2019-01-03,3.78629994392395,3836.7412109375,20.27606964111328,7.650064468383789,29.44352912902832,91564.0,-0.02412434218126669,-0.02704974336321264,0.009074216528218937,0.024522028342301994,-0.040908167150958574,0.006065134268008698,0.0,4530215219,311300.0,95206400.0,30120000.0,6066200.0
2019-01-04,3.7551000118255615,3857.717529296875,19.93656349182129,7.671788692474365,31.36035919189453,91841.0,-0.00824021671829156,0.005467222626216461,-0.01674417948356144,0.002839743923774618,0.06510191269756493,0.0030252064130007472,0.0,4847965467,370040.0,72119800.0,43360100.0,5322100.0
2019-01-05,,3845.194580078125,,,,,0.0,-0.003246206888826486,0.0,0.0,0.0,0.0,,5137609824,,,,
2019-01-06,,4076.632568359375,,,,,0.0,0.06018888861446059,0.0,0.0,0.0,0.0,,5597027440,,,,
2019-01-07,3.6612000465393066,4025.248291015625,20.1943302154541,7.792824745178223,31.192110061645508,91699.0,-0.025005982527907422,-0.01260458883210791,0.012929345809199244,0.01577677091427021,-0.0053650256114575745,-0.0015461504121253578,0.0,5228625637,245080.0,121711900.0,20998900.0,4565000.0
2019-01-08,3.734100103378296,4030.847900390625,20.244632720947266,7.746272087097168,31.492555618286133,92032.0,0.01991151969636218,0.0013911214837352137,0.0024909222022460042,-0.005973784808885774,0.009632101068085763,0.003631446362555746,0.0,5306593305,293260.0,68761800.0,19925600.0,4496500.0
2019-01-09,3.712399959564209,4035.29638671875,20.433250427246094,7.907653331756592,32.261695861816406,93613.0,-0.005811344959513631,0.0011036105648376537,0.00931692409038698,0.020833407714690777,0.02442292244722344,0.017178807371349025,0.0,5115905225,286990.0,70177600.0,27695500.0,5011400.0
2019-01-10,3.680000066757202,3678.924560546875,20.433250427246094,7.8393778800964355,31.907167434692383,93806.0,-0.008727479032407448,-0.08831366819666353,0.0,-0.008634097727320267,-0.010989144174024301,0.0020616794675953898,0.0,6874143796,170060.0,54763700.0,18113600.0,4840600.0
2019-01-11,3.707900047302246,3687.365478515625,20.200618743896484,7.755582809448242,31.474533081054688,93658.0,0.007581516314924652,0.0022943982214995717,-0.011384957287041031,-0.010688994959784037,-0.013559158910712243,-0.0015777242393876234,0.0,5538712865,139370.0,53980700.0,12360400.0,5330500.0
2019-01-12,,3661.301025390625,,,,,0.0,-0.007068584135981104,0.0,0.0,0.0,0.0,,4778170883,,,,
2019-01-13,,3552.953125,,,,,0.0,-0.029592732102399433,0.0,0.0,0.0,0.0,,4681302466,,,,
2019-01-14,3.659600019454956,3706.05224609375,20.433250427246094,7.712136268615723,31.606725692749023,94474.0,-0.013026248612723945,0.04309066731460187,0.011516067220460613,-0.005601969819674979,0.004199986425657443,0.008712549915650625,0.0,5651384490,123640.0,46577300.0,14626300.0,4486900.0
2019-01-15,3.697499990463257,3630.67529296875,20.156604766845703,7.705928325653076,31.456499099731445,94056.0,0.01035631511826951,-0.020338880328643172,-0.013538994267476179,-0.0008049576338412523,-0.004752994488512963,-0.0044244977454114265,0.0,5537192302,170500.0,53731500.0,14480300.0,4836400.0
2019-01-16,3.716399908065796,3655.0068359375,20.112594604492188,7.702823638916016,31.63677978515625,94393.0,0.005111539594668368,0.006701657682214313,-0.002183411485346287,-0.00040289587520880854,0.005731110917754467,0.003582971846559424,0.0,5394457145,151360.0,40425000.0,15375100.0,4257400.0
2019-01-17,3.734299898147583,3678.56396484375,20.062307357788086,7.808342933654785,32.586177825927734,95351.0,0.004816486525828001,0.006445166852939055,-0.0025002863973040412,0.01369878108148126,0.03000931343894031,0.010149057663174199,0.0,5464420383,109780.0,50359400.0,25525500.0,4944200.0
2019-01-18,3.7488999366760254,3657.83935546875,20.3075008392334,7.882823944091797,32.90464401245117,96097.0,0.003909712376256813,-0.005633885824214646,0.012221599294267138,0.009538644891733838,0.009773045130504476,0.007823724974043378,0.0,5002961727,163790.0,67021300.0,25815900.0,4884000.0
2019-01-19,,3728.568359375,,,,,0.0,0.019336279435154813,0.0,0.0,0.0,0.0,,5955691380,,,,
2019-01-20,,3601.013671875,,,,,0.0,-0.034210097604695955,0.0,0.0,0.0,0.0,,5582489560,,,,
2019-01-21,3.750200033187866,3576.032470703125,20.175472259521484,7.923170566558838,33.21710968017578,96010.0,0.0003467941352932602,-0.006937269182559769,-0.006501468632557628,0.005118295518610649,0.009496096283745592,-0.0009053352341904519,0.0,5004347059,112750.0,45336500.0,10676600.0,2717600.0
2019-01-22,3.7513999938964844,3604.5771484375,20.112594604492188,7.79902982711792,33.096927642822266,95103.0,0.00031997245426884646,0.007982219951364833,-0.0031165394405884284,-0.01566806348520078,-0.003618076301961981,-0.009446932611186343,0.0,5313623556,104170.0,61307000.0,17154300.0,4256000.0
2019-01-23,3.812000036239624,3585.123046875,20.28236198425293,7.8921356201171875,33.43943405151367,96558.0,0.016153980498410103,-0.005397055122244532,0.008440849283703367,0.0119381250056938,0.010348586200740195,0.015299201917920557,0.0,5433755649,114840.0,52931600.0,13470400.0,0.0
2019-01-24,3.7623000144958496,3600.865478515625,20.244632720947266,7.926273345947266,33.73988723754883,97677.0,-0.013037781026046691,0.00439104360848841,-0.0018602006677012062,0.0043255371515740215,0.008984996144740576,0.011588889579320139,0.0,5262869046,175560.0,40109000.0,14118200.0,5019400.0
